Date,Ticker,1d_ret,5d_ret,RSI,mom_12_1,sma20_50_ratio,price_200dma,macd_hist,vol_20d,vol_ratio,ATR,bollinger_percent_b,volume_20d_ratio,OBV,op_margin,net_margin,roe,roa,rev_yoy,np_yoy,ebitda_yoy,de_ratio,int_cov,net_debt_ebitda,repo_rate,cpi_yoy,gsec_10y,nifty_log_ret,sp500_log_ret,crude_log_ret,usd_log_ret,us10y_change,vix_log_change,sentiment_score
2021-01-04,M&M,0.022477304789904413,0.05227027458838504,62.94110068126786,0.3335523097942608,1.0588186308021883,1.3545302608145808,-0.49963183446419634,0.020701575851361606,0.9683822878039284,22.814158527801624,0.8172343853368761,0.9017569053330533,261573550.0,,,,,,,,,,,5.94,3.162966,5.94,0.008127554493474463,0.0,0.0,3.83084511986282e-05,0.0,0.0,-0.9597732797265053
2021-01-04,HUL,0.01618214132585121,0.01561698466325917,58.116154546009696,0.11167777244114005,1.0583804563923191,1.1275622270313626,1.2509098534363403,0.01377629177395457,1.1153605709146932,43.72389157996002,0.8917686367984523,0.7772435368955579,-193135369.0,,,,,,,,,,,5.94,3.162966,5.94,0.008127554493474463,0.0,0.0,3.83084511986282e-05,0.0,0.0,0.47976861894130707
2021-01-05,HUL,0.009862682859367025,0.027407003160837003,70.5966105501508,0.1370880529437008,1.059699077593426,1.1372578931143753,2.547795438186455,0.012278700658566767,0.9989147562360616,42.96849639906863,0.9675648208545211,1.1854853867968802,-190779066.0,,,,,,,,,,,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,0.30962005257606506
2021-01-05,INFY,0.004298885232198769,0.0342001141698965,81.89737650275568,0.45882284533719,1.0523412295982615,1.4356569169732483,5.715046404329826,0.0136287486091904,0.8491028542103872,22.878903312468367,0.9318653677955294,0.9300555632860873,395046249.0,,,,,,,,,,,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,0.0
2021-01-05,BHARTIARTL,-0.006012992619316864,-0.012086231045411825,55.42034024150144,0.08487708711398613,1.0517126481838386,1.0144951758316614,-1.0478496121266954,0.01400104984507209,0.7119220893865278,12.351605483020377,0.6347302598561374,0.7308151913339673,76374053.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,0.0
2021-01-05,M&M,-0.012087042091407249,0.04568403303538334,57.52118993866779,0.33379579637603735,1.0543861075476744,1.3334921908165915,0.13715585531831564,0.02086301561139969,0.9723207722555057,22.820964363494422,0.716275084688624,0.7041579662728233,258021996.0,,,,,,,,,,,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,-0.9597732797265053
2021-01-05,RELIANCE,-0.012509852728307085,-0.012107948074927113,47.915070681451105,0.2509310059736066,1.002585678839877,1.0719505547751356,0.9731093862131415,0.011412004091346618,0.5788151812484649,20.075682640805407,0.30215920806167557,1.0566498380312326,961744411.0,,,,,,,,,,,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,-0.21016407012939453
2021-01-05,HDFCBANK,0.007528079838599176,-0.0003504309975818037,58.259417336065255,0.07401349014681823,1.027705504702515,1.2845937136368462,-0.281930378685491,0.0135003813531458,0.7828603545579723,14.258374306677426,0.7428980478740038,0.7911907599051536,711210440.0,,,,,,,,,,,5.94,3.162966,5.94,0.00470131235786493,0.007057631383362026,0.047960253279510354,0.003114457919767062,0.003799998760223397,0.021240531817717075,0.05891916714608669
2021-01-06,RELIANCE,-0.026725943640816693,-0.04156869559323851,37.414184593880954,0.25559123477195717,1.0017398709079273,1.0408186372522998,-1.084878840615099,0.012102726801225105,0.6062583009297047,21.102375712192107,-0.09703020660218029,2.0192366590426065,915342943.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,0.070572629570961
2021-01-06,HUL,-0.013661283668468947,0.004436281078684565,61.24487285828128,0.17498272874785276,1.0607114467266752,1.1202390745693354,0.8162003627710206,0.01290346226699087,1.0355848219174106,42.77472748173185,0.7819922015419398,0.8500122715396589,-192420693.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,-0.280832439661026
2021-01-06,BHARTIARTL,0.021746330531558753,0.017572065638466184,55.07248381269323,0.1154171720195275,1.0499976394638706,1.0359585785839718,-0.542550539648845,0.014512561684859964,0.7450867282907278,12.485228949801824,0.9272694421418882,2.0307216522903806,107211646.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,0.0
2021-01-06,HDFCBANK,-0.004319922367524425,-0.008377121698981322,52.449676346568786,0.07869532886167761,1.0261751782174293,1.276040368704195,-0.5141558738582637,0.013569624075288143,0.793831682688647,14.305738014865742,0.6587753800093911,1.2083508395226963,689076390.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,0.23432430811226368
2021-01-06,M&M,-0.005419321876526166,0.021142985923378915,51.51184330864947,0.34936366892356,1.0488389912576164,1.3212472887974573,0.20578674058637247,0.020874084340232732,0.9717118975653548,21.982815165609868,0.6855017421729612,0.719301091576326,254420388.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,0.0
2021-01-06,INFY,-0.009084316952227138,0.02791910168850238,76.59963216794031,0.45132900426785316,1.0548256185254985,1.41678172316041,4.647727910287763,0.014031122461249716,0.8820071535146781,24.051609446716295,0.8338799805464548,0.8425039970535421,387884534.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0037571814216639365,0.005693603382474094,0.01297517328057341,0.0007471559042350619,0.008700007200241083,0.02605072194712563,0.0
2021-01-07,RELIANCE,-0.0016208194099944242,-0.03806483665831672,34.58916323578255,0.2970481277601137,1.00005901103494,1.03657749210327,-2.3858231959769522,0.011292021229641132,0.5715973116778704,21.47159747226537,-0.037976382601866636,1.397137985442067,883017025.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,0.22469830513000488
2021-01-07,BHARTIARTL,0.03727489972876598,0.06742215036966401,63.88760190495113,0.11689719153550943,1.0495068089778918,1.0744099133637035,0.9371391169972974,0.016470759616452134,0.8259546865243401,13.763219351751356,1.2192699230800557,2.3810094556185204,146656487.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,0.0
2021-01-07,HDFCBANK,-0.0030316026092872816,-0.01405789908601195,42.66855120956887,0.10352150483525167,1.0237683311580892,1.2691373179594478,-0.8353136925014883,0.01269642007258794,0.7471256583050636,13.613958987330436,0.6065949675147152,1.0925914489692723,669181548.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,0.3115437161177397
2021-01-07,M&M,0.011212430077091875,0.03249435467347485,54.766014746269086,0.3672276947941249,1.043613368347155,1.3310897370686376,0.6630820970450912,0.021053377628267103,0.981766542909282,22.37803235938954,0.8297873555790307,0.8047487858413805,258484029.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,0.021844439208507538
2021-01-07,HUL,-0.020246742069674042,-0.011145738978010912,57.739458750129494,0.18293313249558962,1.0604695896591503,1.0968893025217255,-3.6167355599062105,0.0136604626671421,1.068150365755283,44.991662589778606,0.48545699445490903,1.2357394887995412,-194824574.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,-0.280832439661026
2021-01-07,INFY,-0.0156827329392087,0.005043735067542944,72.16356168849197,0.46953696215710944,1.0554595140263987,1.3894316898386314,2.3420426013020474,0.014399457302695982,0.9085272749118072,25.90342265273545,0.7091111000543499,1.2818331397171607,376929616.0,,,,,,,,,,,5.94,3.162966,5.94,-0.0006293676223474675,0.014738260107752971,0.0014722459565775809,-0.00020173844533484978,0.002899992465972903,-0.018260918434639187,0.0
2021-01-08,INFY,0.038812334312787064,0.04016018416893887,74.3043977877411,0.5032356300395501,1.057391550762163,1.4381003937616044,3.30268598196497,0.016191362156129957,0.9906645495298186,27.08871739366432,0.9103011767489693,1.5102512710318974,390115867.0,,,,,,,,,,,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.9003857225179672
2021-01-08,BHARTIARTL,-0.009212432912583605,0.04757389955893815,63.565561474187376,0.12597512869548932,1.0493018665410878,1.0631500901967184,1.420329891549052,0.016734406407683682,0.8374148105004936,13.927676010670345,1.0067539231666454,0.874684768913623,132118125.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.0
2021-01-08,HUL,0.009390745864066588,0.0015275443111416522,58.246424907708374,0.19434321058247125,1.0592315742888028,1.1058201261363132,-5.347128610710442,0.012656021857232901,0.9895301349524206,45.47117430578253,0.6108248432789353,1.4473693637578648,-192026626.0,,,,,,,,,,,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.0
2021-01-08,HDFCBANK,0.01081512360501194,0.0046207120984650945,56.375624860860945,0.1100141197299126,1.0221309933944214,1.2791543809944108,-0.5980726777301371,0.012344215884588294,0.7264052617430675,13.28414013550639,0.7470148577210914,0.7687366909934955,682950312.0,,,,,,,,,,,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.13132582418620586
2021-01-08,RELIANCE,0.011730086802989398,-0.02744242760579363,38.79525749242363,0.2982956006974043,0.9989895398772086,1.0457976864433476,-2.3963968946990333,0.011621810243234061,0.5860172975770023,21.06188706864362,0.18778710568888426,1.1614953510894879,910557212.0,,,,,,,,,,,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.3405645750463009
2021-01-08,M&M,0.03446118579856434,0.050644556697627165,61.02148164369908,0.3644621974241214,1.041091819074682,1.3718928865877686,2.422205820634769,0.021613781818797893,0.9918430900697243,23.26388668561657,1.092567531980657,1.162748290986823,264482410.0,,,,,,,,,,,5.94,3.162966,5.94,0.014738082534464191,0.00547683739351537,0.029176674492759236,0.0011715944189789444,0.003400003910064689,0.0009693917532810973,0.021844439208507538
2021-01-11,HUL,0.015725587812998976,0.0010709907982895336,67.07805294343311,0.2149442496455367,1.0575463406615015,1.1222146665407284,-4.368127186912069,0.012924869942960496,1.001849226802492,43.22800720735164,0.8134224967699831,1.435502057301552,-189238954.0,,,,,,,,,,,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,0.22439316660165787
2021-01-11,RELIANCE,-0.01902974815562882,-0.04815627713175756,41.25646350355856,0.2959429731105182,0.997549566957199,1.0234098624380938,-3.2994495172943132,0.012231265901951551,0.6283237821522466,17.16075956381315,-0.01979643804918476,1.3861421129109615,877249387.0,,,,,,,,,,,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,0.3878083247691393
2021-01-11,M&M,0.023853381436559882,0.052020633344282564,87.27860780262407,0.34298329619604845,1.0396234820926822,1.398520778781914,4.442936220430427,0.021862108392580227,0.9997531397635293,20.18724284371762,1.1353389056226701,1.2579970057762193,271126020.0,,,,,,,,,,,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,-0.0033563971519470215
2021-01-11,HDFCBANK,0.013735217594308765,0.024726896061108207,78.08258690106676,0.09734708464943387,1.020707416297876,1.2928957895758784,0.11106011395474358,0.01259593118077509,0.7733332249624532,12.475649052108338,0.9052109358578235,0.9786412579023733,700281704.0,,,,,,,,,,,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,0.038025934249162674
2021-01-11,INFY,0.04769732013400679,0.06604148978755683,82.80010463953784,0.5102916462596588,1.0610530368369138,1.501768026626685,7.047670164929897,0.018505035972073647,1.0929391855320374,27.94075880248865,1.0885888604855694,2.224386246911805,410644493.0,,,,,,,,,,,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,0.7739070802927017
2021-01-11,BHARTIARTL,0.012691001151222221,0.05648680587964646,79.22079724811515,0.09971657634062271,1.0495364049332643,1.0751993090144998,1.9789266220102988,0.01681843575024355,0.8696635268149793,12.766182632079474,1.030706511281056,1.1760152573757832,152010322.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,0.00953808562855032,-0.006576327616621317,-0.005911379982459529,-0.000988988182406116,0.002699995040893563,0.08093675434245527,0.0
2021-01-12,M&M,-0.011791371594594174,0.052316303841095604,80.61372121319627,0.30008200175671534,1.0389741898288762,1.3759916137326726,4.816026242185149,0.021332719765989952,0.9792002491269495,19.321830682255243,0.9603486464838505,1.0343332524419127,265593860.0,,,,,,,,,,,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.0645875483751297
2021-01-12,RELIANCE,0.031032749953107116,-0.0046136744503433025,53.39674767813266,0.27257480375607157,0.9976672926110994,1.0531410097694962,-1.9218558464637736,0.014313393465093366,0.719993998002685,16.911366485641242,0.4482945146326878,1.63199609426777,918410933.0,,,,,,,,,,,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.12292872369289398
2021-01-12,HUL,-0.022144543334258988,-0.03093623539533653,57.9398073867556,0.22227982244747424,1.0548007941407238,1.0968159466448983,-7.0787068600815815,0.013930088002312548,1.0496265690165583,43.80604866034157,0.498097162408064,1.0364910648098518,-191275662.0,,,,,,,,,,,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.09326876699924469
2021-01-12,HDFCBANK,0.020154550294736538,0.037353366517245655,81.84764523336926,0.08399178285498937,1.0202542077457795,1.3155602489811302,1.3732277687814474,0.012951172071170568,0.8003337843552991,12.435053140433565,1.0896825227459952,1.141045976889205,720669860.0,,,,,,,,,,,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.012284578755497932
2021-01-12,BHARTIARTL,0.033429289640660165,0.09592908813962339,81.03367866113129,0.09551022154405787,1.0502720834966595,1.1102425718034552,3.267306174158186,0.017955669276907473,0.9124682215382713,13.07797360136239,1.150574595098688,1.4775145550652533,177867396.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.0
2021-01-12,INFY,-0.003239028253920455,0.05850357630143766,78.59696461867917,0.4934533403203708,1.0642522919057824,1.4905676189492445,8.47427535974051,0.018621488605611292,1.1043338113503203,26.070077735396953,0.988983144125144,0.892768279961281,402334625.0,,,,,,,,,,,5.94,3.162966,5.94,0.0054186068221036155,0.000415702030569564,0.016393844879329024,0.0019075713323287741,0.0006000041961669866,0.02078346865021086,0.0
2021-01-13,M&M,0.06033396732912128,0.11806959304674315,84.2568035466298,0.26822017404665904,1.039952680126449,1.4545844088469497,7.641784071274689,0.02471469189226057,1.0837907624052834,21.427427545281983,1.1732705567595223,3.239119430487988,285204321.0,,,,,,,,,,,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,0.13253147713840008
2021-01-13,RELIANCE,-0.009369042110861018,0.012743227079612434,49.18717910831271,0.2655455256301409,0.9961432603845869,1.0408364147869442,-1.441160233681389,0.014337726693308255,0.7204076930814476,17.743731675030485,0.32263344553630796,1.0388078920825834,891791475.0,,,,,,,,,,,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,0.20475213788449764
2021-01-13,HUL,-0.0014954224005195337,-0.018770374127387038,50.28334952007746,0.21084889937550041,1.0531533501547374,1.094632297792065,-9.029817757919545,0.012972039497043703,0.9826430720339862,41.13589913096296,0.45973166085794875,0.8778000549185665,-192978402.0,,,,,,,,,,,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,-0.2509693056344986
2021-01-13,HDFCBANK,-0.0070128484050627745,0.03466044047970728,76.80595284590808,0.06741171255523666,1.0193621748412642,1.303070407081588,1.7068299624680314,0.012940282734983172,0.7968546863939193,12.939090948417677,0.9291580755257219,0.9601984934318853,703735210.0,,,,,,,,,,,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,-0.11116781085729599
2021-01-13,INFY,0.011164047744085514,0.07875194099775036,77.11269856400307,0.4801487825167516,1.0684244853109202,1.501107185315913,9.468862466542184,0.018204421737716133,1.078531815571073,25.721101600676793,0.9815159386830824,1.4913007113463537,416777622.0,,,,,,,,,,,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,0.0
2021-01-13,BHARTIARTL,0.0218539612697845,0.09603671887784893,81.99010128451846,0.09959063735785385,1.052611749724355,1.13355786536239,4.5646494145459595,0.018280081313416248,0.9289393465370583,14.780814596563102,1.1356827087298615,4.040483416970011,263106835.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,9.608621670051523e-05,0.0022730563867261076,-0.0092330280021964,-0.0047518367794843405,-0.004999995231628418,0.019072989171407886,0.0
2021-01-14,M&M,0.0018697547377475791,0.1087269177073988,84.69388326099244,0.26180263877400733,1.0399925842270852,1.4504722400709047,8.980902319848205,0.02457032455154139,1.0773610887405318,21.021978231835337,1.0538370832121662,1.4487764666100775,293781039.0,,,,,,,,,,,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,0.0
2021-01-14,HUL,0.010983293187667541,0.012459661129954547,49.46708416010032,0.16854101018396148,1.0511709128002014,1.1059680759388553,-8.636098028123712,0.013000273992974024,0.981315390996697,41.45776972968637,0.6071171783869379,1.0827437571682696,-190857989.0,,,,,,,,,,,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,0.04483712837100029
2021-01-14,RELIANCE,0.011181421344773594,0.025545467834380414,44.054604239013294,0.2595525299001554,0.9946253182790492,1.0499770462261382,-0.38560615432884404,0.014587029295387008,0.731226260517867,16.87412396701467,0.495781578409801,0.836219677536936,913344717.0,,,,,,,,,,,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,0.5460454300045967
2021-01-14,INFY,-0.01207535596214874,0.08235931797481037,77.22211709453013,0.4247246446257271,1.071508030283833,1.4772276945745684,8.31839877141946,0.0188129498201511,1.1081528821995426,28.34002953411076,0.8770518462255468,2.5789912741153205,389255925.0,,,,,,,,,,,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,0.0
2021-01-14,HDFCBANK,-0.0012928160462292724,0.036399227042765235,72.72445607833583,0.07870209406407008,1.0182191709690838,1.2981415218503456,1.6924229489693605,0.012698954837050296,0.7861827531732855,13.062562117188227,0.865063023350637,0.706333118273301,691438044.0,,,,,,,,,,,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,-0.050164125859737396
2021-01-14,BHARTIARTL,0.003969704957849829,0.06273152410693272,80.62955382700935,0.07616812358219852,1.0537436457063742,1.136582731720126,5.164724683090437,0.017859664814459407,0.9103894171618115,14.708862454929175,1.0400086821143424,0.8060114033812417,280081173.0,0.15250559700372732,-0.18670884176535202,-0.3125965129716784,-0.10155044495855106,,,,1.3853886478972315,1.0516690696118265,2.152609896819926,5.94,3.162966,5.94,0.002109021789565324,-0.003760513068743101,0.006401102886400397,6.694331009435716e-05,0.004099988937377938,-0.011226379558282694,0.0
2021-01-15,HDFCBANK,-0.0014308584240370762,0.02415324501371621,68.6805992483888,0.08983143252043807,1.0160677216679717,1.292657943252765,1.4507431437565241,0.011826016210206661,0.7375028106663333,13.15559000039707,0.8243641695695332,0.8321768725139315,677272808.0,,,,,,,,,,,5.94,3.162966,5.94,-0.01115432296065278,-0.007216000798278504,-0.023673984653883217,-0.001125388956685444,-0.0031999945640563965,0.04167267611807665,0.050197042524814606
2021-01-15,INFY,-0.01881890109923692,0.02472808256278621,69.50605630774066,0.4315813218718755,1.0747874636679302,1.4439816686118647,5.364776410840413,0.019537876185162506,1.1363575136946855,29.50331597703257,0.7588398257046193,1.3542924297433976,374237484.0,,,,,,,,,,,5.94,3.162966,5.94,-0.01115432296065278,-0.007216000798278504,-0.023673984653883217,-0.001125388956685444,-0.0031999945640563965,0.04167267611807665,0.0
